chrom	pos	coverage	rolling_mean	peak	trough	PTR	log2_PTR
NZ_CP040530.1	1598001	585.644	621.964239	False	False	0.9416039754015504	-0.08680768351695758
NZ_CP040530.1	1599001	678.629	622.125968	False	False	1.0908224940065516	0.1254163556931891
NZ_CP040530.1	1600001	728.109	622.305278	False	False	1.1700190015100596	0.22653195986144029
NZ_CP040530.1	1601001	673.872	622.535432	False	False	1.082463688588893	0.11431863033641121
NZ_CP040530.1	1602001	694.652	622.7286019999999	False	False	1.115497180905142	0.1576868675943254
NZ_CP040530.1	1603001	680.214	622.8737249999999	False	False	1.0920576237181945	0.12704898378443252
NZ_CP040530.1	1604001	542.024	622.8859030000001	False	False	0.8701818381014154	-0.20061118873571393
NZ_CP040530.1	1605001	620.583	622.9861579999999	False	False	0.9961425178246096	-0.005575931861238597
NZ_CP040530.1	1606001	553.36	622.952783	False	False	0.8882856214802399	-0.17090445610716232
NZ_CP040530.1	1607001	549.213	622.9452249999999	False	False	0.8816393126699061	-0.18173953916182245
NZ_CP040530.1	1608001	551.49	622.848191	False	False	0.885432450425147	-0.17554584680787783
NZ_CP040530.1	1609001	506.306	622.5788380000001	False	False	0.8132399771673574	-0.29824695810672797
NZ_CP040530.1	1610001	578.477	622.47832	False	False	0.9293126867454595	-0.10576399158887431
NZ_CP040530.1	1611001	660.386	622.555765	False	False	1.0607660182859282	0.08510646446620437
NZ_CP040530.1	1612001	659.086	622.570379	False	False	1.0586530009003208	0.08222978865462614
NZ_CP040530.1	1613001	580.412	622.47447	False	False	0.9324269957609668	-0.1009373207008579
NZ_CP040530.1	1614001	676.743	622.5044029999999	False	False	1.0871296600290876	0.12052401830944694
NZ_CP040530.1	1615001	699.898	622.547184	False	False	1.1242489211869924	0.16896149961829374
NZ_CP040530.1	1616001	554.508	622.4413899999998	False	False	0.8908597803883193	-0.16672972268890315
NZ_CP040530.1	1617001	621.871	622.404523	False	False	0.9991428034657774	-0.0012372035280674158
NZ_CP040530.1	1618001	635.792	622.3825039999999	False	False	1.0215454257049619	0.030753358728167146
NZ_CP040530.1	1619001	600.732	622.5222389999999	False	False	0.9649968504980592	-0.0514038610851377
NZ_CP040530.1	1620001	689.066	622.5986499999999	False	False	1.1067579410909423	0.1463397249437259
NZ_CP040530.1	1621001	517.473	622.5420839999999	False	False	0.8312257328453959	-0.2666877774188328
NZ_CP040530.1	1622001	600.352	622.562628	False	False	0.964323865582243	-0.05241034179301314
NZ_CP040530.1	1623001	612.359	622.545264	False	False	0.983637713449861	-0.02380104482116529
NZ_CP040530.1	1624001	565.173	622.515214	False	False	0.9078862448492705	-0.13941655097565936
NZ_CP040530.1	1625001	556.54	622.473171	False	False	0.8940786943570938	-0.1615262758253101
NZ_CP040530.1	1626001	664.917	622.5505109999999	False	False	1.0680530948917655	0.09498336784293679
NZ_CP040530.1	1627001	618.478	622.5587509999999	False	False	0.9934451953434994	-0.009487713307746469
NZ_CP040530.1	1628001	533.474	622.4237760000001	False	False	0.8570912946615972	-0.222479211038956
NZ_CP040530.1	1629001	527.866	622.213336	False	False	0.8483681873382412	-0.23723757212104507
NZ_CP040530.1	1630001	630.805	622.1714860000001	False	False	1.0138764218455358	0.019881817572519275
NZ_CP040530.1	1631001	594.865	622.160866	False	False	0.956127317721716	-0.06472535490753605
NZ_CP040530.1	1632001	583.895	622.032919	False	False	0.9386882625740905	-0.09128197503769728
NZ_CP040530.1	1633001	482.443	621.977122	False	False	0.7756603626330809	-0.3665030151626172
NZ_CP040530.1	1634001	458.658	621.854799	False	False	0.737564461571358	-0.439158951525146
NZ_CP040530.1	1635001	548.138	621.7760190000001	False	False	0.8815682548863306	-0.18185582123084573
NZ_CP040530.1	1636001	543.111	621.772949	False	False	0.8734876627770436	-0.19514076836361405
NZ_CP040530.1	1637001	493.442	621.69408	False	False	0.7937054829281952	-0.3333243232141523
NZ_CP040530.1	1638001	604.685	621.686302	False	False	0.9726529248830064	-0.04000299992921701
NZ_CP040530.1	1639001	624.254	621.699076	False	False	1.0041095830742397	0.005916725793310438
NZ_CP040530.1	1640001	593.982	621.658399	False	False	0.9554797312406293	-0.06570282550334407
NZ_CP040530.1	1641001	546.786	621.613256	False	False	0.8796240986212173	-0.1850409653590203
NZ_CP040530.1	1642001	600.178	621.55062	False	False	0.9656140315651202	-0.05048145450037843
NZ_CP040530.1	1643001	659.849	621.6190079999999	False	False	1.061500680493992	0.08610529610903989
NZ_CP040530.1	1644001	650.034	621.6935110000001	False	False	1.0455859495049482	0.06431165956299816
NZ_CP040530.1	1645001	714.534	621.818028	False	False	1.1491046702171201	0.2005102168921634
NZ_CP040530.1	1646001	675.707	621.891268	False	False	1.0865355967660895	0.11973544045261171
NZ_CP040530.1	1647001	751.48	622.134024	False	False	1.207906931642112	0.27250930033275134
NZ_CP040530.1	1648001	704.361	622.208643	False	False	1.1320334552151181	0.1789165950600189
NZ_CP040530.1	1649001	665.319	622.231837	False	False	1.069246156236136	0.09659402097245809
NZ_CP040530.1	1650001	711.851	622.327429	False	False	1.1438528447056444	0.19390146307005632
NZ_CP040530.1	1651001	651.749	622.3889939999999	False	False	1.047173080313178	0.06649991549943317
NZ_CP040530.1	1652001	764.444	622.534679	False	False	1.227954081574948	0.29625661321403063
NZ_CP040530.1	1653001	637.648	622.604587	False	False	1.024162065802448	0.03444402884286572
NZ_CP040530.1	1654001	685.618	622.690163	False	False	1.1010580232981777	0.13889049771139655
NZ_CP040530.1	1655001	697.848	622.7742119999999	False	False	1.1205473613926713	0.1642036275206215
NZ_CP040530.1	1656001	619.379	622.897494	False	False	0.9943514076812131	-0.00817229890951708
NZ_CP040530.1	1657001	636.766	622.985199	False	False	1.0221205913432945	0.031565417674294896
NZ_CP040530.1	1658001	633.042	623.0922929999999	False	False	1.015968271653779	0.022855347934390233
NZ_CP040530.1	1659001	578.774	623.0813509999999	False	False	0.9288899420133665	-0.10642042348670454
NZ_CP040530.1	1660001	515.848	623.01604	False	False	0.8279851029196615	-0.2723232838502836
NZ_CP040530.1	1661001	730.098	623.1623119999999	False	False	1.1716016613020077	0.22848214403704334
NZ_CP040530.1	1662001	581.043	623.183927	False	False	0.9323780264955389	-0.10101309024841038
NZ_CP040530.1	1663001	782.337	623.3454059999999	False	False	1.2550617883273534	0.32775839168133825
NZ_CP040530.1	1664001	704.638	623.4921559999999	False	False	1.1301473374109299	0.1765108691852047
NZ_CP040530.1	1665001	634.696	623.476953	False	False	1.017994325124637	0.025729519038987878
NZ_CP040530.1	1666001	631.532	623.544803	False	False	1.0128093393795794	0.01836261340819773
NZ_CP040530.1	1667001	621.524	623.615367	False	False	0.9966463831543138	-0.004846377388535769
NZ_CP040530.1	1668001	694.366	623.7803279999999	False	False	1.1131579000356036	0.1546582516563986
NZ_CP040530.1	1669001	631.479	623.7557329999999	False	False	1.012381877378272	0.017753587145877478
NZ_CP040530.1	1670001	612.604	623.667358	False	False	0.9822608032020813	-0.025821964918737735
NZ_CP040530.1	1671001	600.166	623.562203	False	False	0.9624797608202691	-0.05517189109763247
NZ_CP040530.1	1672001	672.282	623.5906869999999	False	False	1.0780821683438646	0.10846714037665169
NZ_CP040530.1	1673001	643.133	623.580793	False	False	1.0313547293622305	0.044540625889253414
NZ_CP040530.1	1674001	577.077	623.551532	False	False	0.9254680172929156	-0.11174496118284806
NZ_CP040530.1	1675001	552.345	623.569132	False	False	0.8857798945698936	-0.17497984358137858
NZ_CP040530.1	1676001	552.699	623.507069	False	False	0.8864358200243596	-0.17391191439446518
NZ_CP040530.1	1677001	556.891	623.5520359999999	False	False	0.8930946702898747	-0.16311498211809317
NZ_CP040530.1	1678001	596.274	623.612564	False	False	0.9561609794635247	-0.06467456379193737
NZ_CP040530.1	1679001	563.455	623.5929550000001	False	False	0.903562164200524	-0.14630423436344145
NZ_CP040530.1	1680001	513.276	623.498615	False	False	0.8232191502141508	-0.28065155143386245
NZ_CP040530.1	1681001	492.603	623.367388	False	False	0.7902290198087809	-0.33965726709181904
NZ_CP040530.1	1682001	617.389	623.369641	False	False	0.9904059476005185	-0.013908116615466398
NZ_CP040530.1	1683001	575.114	623.3533229999999	False	False	0.9226131934809628	-0.11620217162159865
NZ_CP040530.1	1684001	538.38	623.358351	False	False	0.8636765660335238	-0.21143694909474547
NZ_CP040530.1	1685001	552.319	623.33178	False	False	0.8860754701132035	-0.1744985115460484
NZ_CP040530.1	1686001	436.05	623.140897	False	False	0.6997614858843072	-0.5150648324999126
NZ_CP040530.1	1687001	569.814	623.076653	False	False	0.9145166926997664	-0.12891859111853002
NZ_CP040530.1	1688001	611.395	623.047804	False	False	0.9812970948213148	-0.02723810590936523
NZ_CP040530.1	1689001	651.62	623.012921	False	False	1.0459173125239243	0.064768800411774
NZ_CP040530.1	1690001	624.2	623.0021109999999	False	False	1.0019227687657066	0.002771305526190536
NZ_CP040530.1	1691001	525.932	622.9317169999999	False	False	0.8442851530065856	-0.24419775075533662
NZ_CP040530.1	1692001	658.919	622.9471219999999	False	False	1.0577446732308686	0.08099142034539997
NZ_CP040530.1	1693001	668.499	623.0785960000001	False	False	1.0728967489680867	0.10151124392378683
NZ_CP040530.1	1694001	556.024	622.985522	False	False	0.8925151233289818	-0.16405147962027952
NZ_CP040530.1	1695001	594.898	623.0166969999999	False	False	0.9548668645071644	-0.06662850027817037
NZ_CP040530.1	1696001	549.711	622.9113019999999	False	False	0.8824867974541906	-0.1803533999481279
NZ_CP040530.1	1697001	546.887	622.8350249999999	False	False	0.878060767375759	-0.18760730802198278
NZ_CP040530.1	1698001	560.461	622.9131769999999	False	False	0.8997417628877677	-0.1524171055121478
NZ_CP040530.1	1699001	552.881	622.950096	False	False	0.8875205310185873	-0.17214760112228836
NZ_CP040530.1	1700001	620.07	622.967362	False	False	0.9953490950301183	-0.006725489493433206
NZ_CP040530.1	1701001	518.049	622.938909	False	False	0.83162087407836	-0.26600212390683164
NZ_CP040530.1	1702001	568.241	622.873985	False	False	0.9122888636936732	-0.13243738866231142
NZ_CP040530.1	1703001	623.897	622.88311	False	False	1.0016277371849112	0.0023464192053001018
NZ_CP040530.1	1704001	568.43	622.7786860000001	False	False	0.9127319427884207	-0.13173687278544846
NZ_CP040530.1	1705001	603.857	622.789471	False	False	0.9696005281373806	-0.04453761024628764
NZ_CP040530.1	1706001	711.824	622.88838	False	False	1.1427793852889019	0.19254691670218582
NZ_CP040530.1	1707001	593.446	622.908989	False	False	0.9527009731432853	-0.06990463233583559
NZ_CP040530.1	1708001	584.674	622.947559	False	False	0.9385605442271265	-0.0914782821285978
NZ_CP040530.1	1709001	679.557	623.025674	False	False	1.0907367518854447	0.12530295081251683
NZ_CP040530.1	1710001	672.449	623.0852189999999	False	False	1.0792247665242722	0.10999536137858502
NZ_CP040530.1	1711001	609.651	623.1321190000001	False	False	0.9783655526830577	-0.031554486042714644
NZ_CP040530.1	1712001	669.935	623.2133879999999	False	False	1.074968883691568	0.1042948998207104
NZ_CP040530.1	1713001	603.129	623.2158270000001	False	False	0.9677690679059084	-0.047265266740960064
NZ_CP040530.1	1714001	637.276	623.23998	False	False	1.0225210520031145	0.03213054615757807
NZ_CP040530.1	1715001	615.492	623.326181	False	False	0.987431650973762	-0.018247205154670872
NZ_CP040530.1	1716001	572.41	623.378483	False	False	0.9182383024279008	-0.12305948251659937
NZ_CP040530.1	1717001	620.797	623.527375	False	False	0.9956210823943376	-0.006331315006608641
NZ_CP040530.1	1718001	682.75	623.5875520000001	False	False	1.0948743248806865	0.13076527961925208
NZ_CP040530.1	1719001	647.005	623.58274	False	False	1.037560789447123	0.053195864714709336
NZ_CP040530.1	1720001	585.536	623.5295169999999	False	False	0.9390670113216147	-0.09069998338542769
NZ_CP040530.1	1721001	628.302	623.579073	False	False	1.0075739023397279	0.010885659724830373
NZ_CP040530.1	1722001	673.291	623.70074	False	False	1.0795097020407576	0.11037620956994876
NZ_CP040530.1	1723001	558.688	623.709894	False	False	0.8957497794639763	-0.15883231164673678
NZ_CP040530.1	1724001	551.525	623.634177	False	False	0.8843726343753606	-0.17727371114184093
NZ_CP040530.1	1725001	657.637	623.6633439999999	False	False	1.0544743511492958	0.07652400369514654
NZ_CP040530.1	1726001	617.834	623.771008	False	False	0.9904820712667682	-0.01379723378433122
NZ_CP040530.1	1727001	684.911	623.887578	False	False	1.0978115675834148	0.1346304461078415
NZ_CP040530.1	1728001	643.421	623.973189	False	False	1.0311677029443649	0.04427898307549964
NZ_CP040530.1	1729001	594.749	624.02476	False	False	0.9530855794888652	-0.06932233241958424
NZ_CP040530.1	1730001	634.097	624.072527	False	False	1.0160629935885641	0.02298984868545083
NZ_CP040530.1	1731001	690.905	624.1297069999999	False	False	1.1069894482686433	0.1466414705358584
NZ_CP040530.1	1732001	517.217	623.974976	False	False	0.8289066387175117	-0.27071847741756505
NZ_CP040530.1	1733001	712.894	623.965745	False	False	1.1425210529786376	0.1922207497455211
NZ_CP040530.1	1734001	676.756	623.946708	False	False	1.084637504009397	0.11721296105760982
NZ_CP040530.1	1735001	590.8	623.835451	False	False	0.9470446077614784	-0.07849571367035464
NZ_CP040530.1	1736001	664.258	623.819244	False	False	1.0648244766235522	0.09061563930154794
NZ_CP040530.1	1737001	779.93	623.937409	False	False	1.2500132044494867	0.32194333480190235
NZ_CP040530.1	1738001	583.289	623.8102739999999	False	False	0.9350423106369038	-0.09689644650210667
NZ_CP040530.1	1739001	543.809	623.6810199999999	False	False	0.8719345026725361	-0.19770832710815353
NZ_CP040530.1	1740001	479.708	623.529839	False	False	0.7693424917231587	-0.37830210253723245
NZ_CP040530.1	1741001	520.766	623.502835	False	False	0.8352263546644498	-0.2597608595793826
NZ_CP040530.1	1742001	533.327	623.5178080000001	False	False	0.8553516726502219	-0.22541039760702059
NZ_CP040530.1	1743001	587.423	623.490521	False	False	0.9421522544686771	-0.08596787261047141
NZ_CP040530.1	1744001	576.692	623.5051480000001	False	False	0.9249193881555569	-0.11260046263796766
NZ_CP040530.1	1745001	581.932	623.513239	False	False	0.9333113775311513	-0.09956961201466577
NZ_CP040530.1	1746001	564.397	623.496487	False	False	0.9052127987370682	-0.14367111197946159
NZ_CP040530.1	1747001	646.37	623.5425569999999	False	False	1.0366092782982255	0.0518722119115881
NZ_CP040530.1	1748001	583.024	623.421017	False	False	0.9352010665370302	-0.0966515197153904
NZ_CP040530.1	1749001	608.157	623.394532	False	False	0.9755571612873885	-0.03570168705582326
NZ_CP040530.1	1750001	557.797	623.264472	False	False	0.8949603660386406	-0.16010430187986238
NZ_CP040530.1	1751001	539.631	623.232543	False	False	0.8658581873828755	-0.20779733911884246
NZ_CP040530.1	1752001	646.947	623.397586	False	False	1.0377759146471894	0.053494958408571484
NZ_CP040530.1	1753001	565.724	623.3570229999999	False	False	0.9075441185813031	-0.13996031611910986
NZ_CP040530.1	1754001	527.672	623.210644	False	False	0.8466992742826133	-0.2400784423772989
NZ_CP040530.1	1755001	572.302	623.116318	False	False	0.9184513123278535	-0.1227248496801845
NZ_CP040530.1	1756001	518.88	622.9451210000001	False	False	0.8329465670540181	-0.26370414421693367
NZ_CP040530.1	1757001	645.391	622.955303	False	False	1.0360149386191195	0.05104480583946606
NZ_CP040530.1	1758001	567.145	622.915413	False	False	0.9104687220189237	-0.13531863876518013
NZ_CP040530.1	1759001	522.284	622.9119599999999	False	False	0.8384555660161029	-0.2541937647492618
NZ_CP040530.1	1760001	657.272	623.0199099999999	False	False	1.0549775207023484	0.07721225853743001
NZ_CP040530.1	1761001	662.718	623.0439749999999	False	False	1.0636777283658028	0.08906111125756011
NZ_CP040530.1	1762001	421.421	622.904523	False	False	0.676541884734396	-0.563748840614526
NZ_CP040530.1	1763001	605.205	622.9479150000001	False	False	0.9715178194311799	-0.04168763714238626
NZ_CP040530.1	1764001	686.319	623.1579770000001	False	False	1.1013563579881764	0.13928134693947636
NZ_CP040530.1	1765001	626.148	623.1438639999999	False	False	1.0048209348973067	0.0069384274212934876
NZ_CP040530.1	1766001	612.936	623.092598	False	False	0.9836996972318391	-0.023710136475276533
NZ_CP040530.1	1767001	572.318	623.013838	False	False	0.9186280706657434	-0.12244722599047667
NZ_CP040530.1	1768001	575.944	622.9439010000001	False	False	0.9245519525521446	-0.11317370485934791
NZ_CP040530.1	1769001	699.441	622.973762	False	False	1.1227455194172369	0.16703096471162443
NZ_CP040530.1	1770001	584.487	622.938042	False	False	0.9382746928144741	-0.09191774150203073
NZ_CP040530.1	1771001	564.839	622.853504	False	False	0.9068569035456531	-0.14105317459887842
NZ_CP040530.1	1772001	607.814	622.8668150000001	False	False	0.9758330117490686	-0.03529380543251425
NZ_CP040530.1	1773001	609.697	622.95196	False	False	0.9787223400019481	-0.031028464392648062
NZ_CP040530.1	1774001	571.908	622.9015400000001	False	False	0.9181354729031492	-0.12322105272367165
NZ_CP040530.1	1775001	606.091	622.8622030000001	False	False	0.973073975400623	-0.03937860859955759
NZ_CP040530.1	1776001	651.076	623.04038	False	False	1.0449980786157071	0.06350028969932621
NZ_CP040530.1	1777001	733.354	623.2877149999999	False	False	1.1765898514460535	0.23461149760081484
NZ_CP040530.1	1778001	642.213	623.281584	False	False	1.0303737772557067	0.04316778281929575
NZ_CP040530.1	1779001	583.955	623.2788380000001	False	False	0.9369081130266129	-0.09402053193485876
NZ_CP040530.1	1780001	685.688	623.358617	False	False	1.0999896067852062	0.1374898925587731
NZ_CP040530.1	1781001	695.692	623.439437	False	False	1.1158934753112193	0.15819931213539953
NZ_CP040530.1	1782001	568.997	623.3735310000001	False	False	0.912770548802785	-0.13167585210129534
NZ_CP040530.1	1783001	571.785	623.2753629999999	False	False	0.917387456561475	-0.12439691330166212
NZ_CP040530.1	1784001	629.247	623.198887	False	False	1.0097049483337732	0.01393377637975648
NZ_CP040530.1	1785001	625.008	623.204948	False	False	1.00289319269012	0.004167968281845003
NZ_CP040530.1	1786001	609.077	623.238378	False	False	0.9772777503762774	-0.03315944861728911
NZ_CP040530.1	1787001	605.227	623.278326	False	False	0.9710380976732376	-0.04240019548798169
NZ_CP040530.1	1788001	607.386	623.183134	False	False	0.9746508961200481	-0.03704253307663722
NZ_CP040530.1	1789001	641.537	623.208515	False	False	1.0294098757620473	0.041817528384292126
NZ_CP040530.1	1790001	697.799	623.2655520000001	False	False	1.1195853801976205	0.16296455310411703
NZ_CP040530.1	1791001	706.826	623.3130480000001	False	False	1.1339823580911144	0.18139819575417726
NZ_CP040530.1	1792001	630.211	623.3126430000001	False	False	1.0110672502434703	0.0158789600164261
NZ_CP040530.1	1793001	605.168	623.276806	False	False	0.9709458047761849	-0.042537323818262404
NZ_CP040530.1	1794001	612.805	623.346529	False	False	0.9830888141513978	-0.02460633656385307
NZ_CP040530.1	1795001	689.333	623.525468	False	False	1.1055410490466124	0.14475259381674987
NZ_CP040530.1	1796001	589.645	623.5739770000001	False	False	0.9455894917821432	-0.08071409177253736
NZ_CP040530.1	1797001	664.735	623.588232	False	False	1.0659838750773605	0.09218561490583568
NZ_CP040530.1	1798001	596.669	623.577295	False	False	0.9568485010346631	-0.06363757572261304
NZ_CP040530.1	1799001	628.779	623.61133	False	False	1.0082866839510438	0.011905895494834211
NZ_CP040530.1	1800001	624.792	623.7186999999999	False	False	1.0017208077936417	0.002480467278064298
NZ_CP040530.1	1801001	672.507	623.793795	False	False	1.0780918396278691	0.1084800824800449
NZ_CP040530.1	1802001	664.041	623.832083	False	False	1.0644547116054626	0.09011457005125552
NZ_CP040530.1	1803001	691.353	623.91859	False	False	1.1080820656425703	0.14806473275100446
NZ_CP040530.1	1804001	680.867	623.947796	False	False	1.0912243049256638	0.12594768309387921
NZ_CP040530.1	1805001	619.958	623.910039	False	False	0.9936656909602957	-0.009167542011430907
NZ_CP040530.1	1806001	598.783	623.9235729999999	False	False	0.9597056849781825	-0.059336055640368264
NZ_CP040530.1	1807001	665.245	623.9318759999999	False	False	1.0662141582905762	0.09249724491936992
NZ_CP040530.1	1808001	790.859	624.173173	False	False	1.267050610648401	0.34147415216079563
NZ_CP040530.1	1809001	697.451	624.273838	False	False	1.117219651931017	0.15991285600768138
NZ_CP040530.1	1810001	599.367	624.253668	False	False	0.9601337256379565	-0.05869273917965555
NZ_CP040530.1	1811001	656.794	624.288563	False	False	1.052067968126464	0.07322791196049894
NZ_CP040530.1	1812001	554.088	624.251524	False	False	0.8876037601792062	-0.17201231561246172
NZ_CP040530.1	1813001	698.48	624.3079659999999	False	False	1.1188068037562093	0.16196093235854112
NZ_CP040530.1	1814001	653.838	624.2777609999999	False	False	1.0473511004983567	0.06674515386078195
NZ_CP040530.1	1815001	665.506	624.315754	False	False	1.0659766243861275	0.0921758018382038
NZ_CP040530.1	1816001	717.409	624.4346859999999	False	False	1.148893576997739	0.20024516608806286
NZ_CP040530.1	1817001	628.977	624.410407	False	False	1.007313447932331	0.010512679782332408
NZ_CP040530.1	1818001	628.728	624.4428320000001	False	False	1.006862386403372	0.009866515499403242
NZ_CP040530.1	1819001	573.718	624.402292	False	False	0.9188275048804593	-0.12213405079591606
NZ_CP040530.1	1820001	709.23	624.452001	False	False	1.1357638359141073	0.18366288046230736
NZ_CP040530.1	1821001	607.385	624.4100510000001	False	False	0.9727341816924083	-0.039882480166713585
NZ_CP040530.1	1822001	594.695	624.3259429999999	False	False	0.9525393052583755	-0.07014947017496191
NZ_CP040530.1	1823001	632.334	624.3004520000001	False	False	1.0128680797431169	0.018446283621825318
NZ_CP040530.1	1824001	709.238	624.3113880000001	False	False	1.136032456931572	0.1840040538437425
NZ_CP040530.1	1825001	674.897	624.54572	False	False	1.080620646955999	0.11186015229773204
NZ_CP040530.1	1826001	714.242	624.6612809999999	False	False	1.1434068698104567	0.1933388634022367
NZ_CP040530.1	1827001	651.09	624.761022	False	False	1.0421424786004017	0.05955253204855629
NZ_CP040530.1	1828001	666.455	624.738058	False	False	1.0667750931223083	0.09325604660402123
NZ_CP040530.1	1829001	612.28	624.747291	False	False	0.9800442656101088	-0.029081182053451796
NZ_CP040530.1	1830001	497.715	624.658221	False	False	0.7967797161193528	-0.32774717417125443
NZ_CP040530.1	1831001	502.337	624.685129	False	False	0.8041443227632845	-0.3144736444168468
NZ_CP040530.1	1832001	567.335	624.649319	False	False	0.9082456071644257	-0.13884561199218376
NZ_CP040530.1	1833001	683.921	624.783421	False	False	1.094652926137744	0.13047351721305941
NZ_CP040530.1	1834001	572.747	624.7158860000001	False	False	0.9168119665841183	-0.1253022200564032
NZ_CP040530.1	1835001	676.231	624.8678080000001	False	False	1.0821984927730506	0.11396513712755056
NZ_CP040530.1	1836001	554.709	624.9034359999999	False	False	0.8876715473844826	-0.17190213972648064
NZ_CP040530.1	1837001	577.031	624.9896269999999	False	False	0.9232649232432781	-0.11518341818750819
NZ_CP040530.1	1838001	729.212	625.101843	False	False	1.1665491122220222	0.22224704668571815
NZ_CP040530.1	1839001	682.34	625.121917	False	False	1.0915310780888843	0.12635320734786942
NZ_CP040530.1	1840001	715.31	625.361882	False	False	1.1438337074724358	0.19387732585473658
NZ_CP040530.1	1841001	661.8	625.5517460000001	False	False	1.0579460519961523	0.08126606176007209
NZ_CP040530.1	1842001	666.394	625.5576219999999	False	False	1.0652799623309523	0.0912326296887424
NZ_CP040530.1	1843001	602.605	625.5721239999999	False	False	0.9632862093452235	-0.05396358295041305
NZ_CP040530.1	1844001	494.66	625.485718	False	False	0.7908413985561218	-0.3385397003903603
NZ_CP040530.1	1845001	530.363	625.392238	False	False	0.8480485809931015	-0.2377811820443054
NZ_CP040530.1	1846001	631.733	625.3949150000001	False	False	1.0101345323538486	0.014547447664705957
NZ_CP040530.1	1847001	658.899	625.4424720000001	False	False	1.053492574453754	0.07518014534980903
NZ_CP040530.1	1848001	673.622	625.650848	False	False	1.0766739982105802	0.10658148817268831
NZ_CP040530.1	1849001	692.081	625.8496319999999	False	False	1.1058263273054063	0.14512482462373363
NZ_CP040530.1	1850001	630.417	625.858702	False	False	1.0072832701461745	0.010469457888793653
NZ_CP040530.1	1851001	707.384	625.9853169999999	False	False	1.1300328950047884	0.17636476978164314
NZ_CP040530.1	1852001	669.528	626.055557	False	False	1.0694386345012508	0.09685370153923674
NZ_CP040530.1	1853001	672.137	626.0394180000001	False	False	1.0736336733352465	0.10250182589805881
NZ_CP040530.1	1854001	637.484	626.0051309999999	False	False	1.0183367011411926	0.026214650561797476
NZ_CP040530.1	1855001	712.477	626.097758	False	False	1.1379644646483464	0.18645550713829648
NZ_CP040530.1	1856001	669.58	626.261768	False	False	1.0691695297612356	0.09649062794545145
NZ_CP040530.1	1857001	679.473	626.3330719999999	False	False	1.0848429220419644	0.11748616525362028
NZ_CP040530.1	1858001	624.135	626.3196929999999	False	False	0.9965118564458104	-0.005041124610972584
NZ_CP040530.1	1859001	559.33	626.258552	False	False	0.8931295200899708	-0.1630586872430692
NZ_CP040530.1	1860001	581.334	626.16819	False	False	0.9283991254809669	-0.10718293117186317
NZ_CP040530.1	1861001	606.066	626.171127	False	False	0.9678919609463246	-0.04708207642244498
NZ_CP040530.1	1862001	752.183	626.285471	False	False	1.201022592459278	0.2642632898631943
NZ_CP040530.1	1863001	612.642	626.2279030000001	False	False	0.9783051778195836	-0.03164351739050171
NZ_CP040530.1	1864001	593.413	626.1901429999999	False	False	0.9476562456844679	-0.07756426633674145
NZ_CP040530.1	1865001	668.13	626.247452	False	False	1.0668785922661128	0.0933960109315432
NZ_CP040530.1	1866001	515.72	626.2131719999999	False	False	0.8235534208788571	-0.28006585958378544
NZ_CP040530.1	1867001	558.585	626.127424	False	False	0.8921267118943508	-0.16467945913791107
NZ_CP040530.1	1868001	591.002	626.074024	False	False	0.9439810267547531	-0.08317023199718312
NZ_CP040530.1	1869001	548.572	625.929079	False	False	0.876412389845208	-0.19031821502991328
NZ_CP040530.1	1870001	565.493	625.836239	False	False	0.903579826095689	-0.14627603433410807
NZ_CP040530.1	1871001	631.605	625.807015	False	False	1.009264813051033	0.013304761510952464
NZ_CP040530.1	1872001	561.348	625.6544200000001	False	False	0.8972173488361193	-0.15647057785389445
NZ_CP040530.1	1873001	526.722	625.4290570000001	False	False	0.8421770528643666	-0.24780452853471205
NZ_CP040530.1	1874001	566.265	625.381695	False	False	0.9054710179836651	-0.1432596302777831
NZ_CP040530.1	1875001	559.059	625.286273	False	False	0.8940848762243657	-0.16151630073197581
NZ_CP040530.1	1876001	681.649	625.321931	False	False	1.0900769127190584	0.12442993104230049
NZ_CP040530.1	1877001	698.068	625.422931	False	False	1.1161535105274227	0.1585354623338054
NZ_CP040530.1	1878001	566.175	625.4362050000001	False	False	0.9052482019329212	-0.1436146887645164
NZ_CP040530.1	1879001	584.891	625.4241529999999	False	False	0.935190937533236	-0.09666714538478091
NZ_CP040530.1	1880001	578.289	625.3082539999999	False	False	0.9248062796241293	-0.11277690082057883
NZ_CP040530.1	1881001	576.687	625.254319	False	False	0.9223238968142178	-0.11665461726007052
NZ_CP040530.1	1882001	633.949	625.2580370000001	False	False	1.0138998021388086	0.019915086167704155
NZ_CP040530.1	1883001	660.913	625.293777	False	False	1.05696398126796	0.07992621406072233
NZ_CP040530.1	1884001	611.314	625.26409	False	False	0.9776892832594943	-0.03255205580878184
NZ_CP040530.1	1885001	616.33	625.237858	False	False	0.9857528492780424	-0.020702119497601968
NZ_CP040530.1	1886001	658.735	625.3505090000001	False	False	1.0533852463850795	0.07503315849463656
NZ_CP040530.1	1887001	597.119	625.267848	False	False	0.9549811363401498	-0.06645585888798128
NZ_CP040530.1	1888001	511.183	625.2503130000001	False	False	0.8175653644174984	-0.29059401607946556
NZ_CP040530.1	1889001	633.694	625.262401	False	False	1.0134848968793184	0.01932458968329083
NZ_CP040530.1	1890001	570.638	625.2865499999999	False	False	0.9126023900562072	-0.13194166275871388
